0.062400,0.062700,0.062400,0.059800
0.092100,0.093600,0.092100,0.094600
0.123200,0.124900,0.124300,0.123300
0.151900,0.153900,0.153100,0.152000
0.183100,0.186300,0.183000,0.184100
0.211400,0.217400,0.212600,0.219400
0.240000,0.246600,0.243000,0.250800
0.268400,0.277200,0.274200,0.272400
0.295700,0.309700,0.301700,0.298800
0.321600,0.339300,0.329800,0.323200
0.346300,0.367500,0.356900,0.343400
0.376000,0.397400,0.386000,0.369400
0.403500,0.427800,0.414600,0.401600
0.426000,0.458100,0.439800,0.421500
0.448200,0.484800,0.467600,0.448200
0.470200,0.511000,0.490000,0.466200
0.492000,0.534200,0.517100,0.487300
0.510800,0.558900,0.539400,0.504300
0.528200,0.584700,0.562200,0.523700
0.544200,0.609700,0.582200,0.539200
0.561200,0.631700,0.602400,0.555100
0.577600,0.651500,0.624100,0.572300
0.592900,0.670100,0.644200,0.582100
0.605400,0.690100,0.660100,0.601400
0.620600,0.707700,0.675800,0.617000
0.633100,0.724100,0.687100,0.638300
0.645300,0.739000,0.704600,0.643400
0.653400,0.750900,0.718800,0.659300
0.664700,0.765700,0.731200,0.665900
0.675600,0.775900,0.745200,0.676300
0.685000,0.786200,0.755600,0.685400
0.693800,0.796300,0.765300,0.690900
0.703900,0.804300,0.775800,0.708000
0.712700,0.811600,0.784500,0.710700
0.721600,0.818900,0.792700,0.721500
0.728600,0.825200,0.804900,0.726500
0.735900,0.830500,0.808600,0.732600
0.743800,0.836100,0.817200,0.736600
0.750100,0.840500,0.822100,0.748000
0.758300,0.844700,0.829100,0.754700
0.765300,0.848900,0.833600,0.763100
0.769700,0.851100,0.839600,0.770100
0.777100,0.855000,0.843800,0.780900
0.781800,0.858800,0.849000,0.777000
0.789400,0.861400,0.852200,0.785300
0.795900,0.863700,0.857000,0.793200
0.804200,0.866700,0.861500,0.798400
0.807100,0.869000,0.864400,0.797000
0.812500,0.872500,0.867900,0.811300
0.818000,0.875300,0.871100,0.812000
0.823300,0.877700,0.876000,0.821500
0.829300,0.881200,0.878600,0.821700
0.834200,0.883400,0.880500,0.825500
0.837900,0.886000,0.883500,0.837700
0.842100,0.888500,0.886300,0.835000
0.846100,0.890900,0.888000,0.839100
0.850000,0.893500,0.891100,0.847000
0.852700,0.896100,0.895300,0.853300
0.857800,0.898200,0.898200,0.852800
0.860800,0.900000,0.899400,0.855300
0.864600,0.902200,0.901700,0.862400
0.869000,0.905700,0.904200,0.861300
0.873000,0.908500,0.906500,0.864600
0.877200,0.910000,0.908500,0.871800
0.881400,0.912400,0.910900,0.877000
0.886200,0.914700,0.913200,0.878400
0.892300,0.916500,0.915600,0.882300
0.893400,0.919000,0.918000,0.886700
0.895800,0.920500,0.920400,0.891000
0.897600,0.923200,0.923400,0.896700
0.902800,0.926500,0.925600,0.895400
0.905500,0.928500,0.928400,0.899000
0.910600,0.930000,0.931300,0.905200
0.913200,0.932500,0.933500,0.910000
0.916100,0.934100,0.936300,0.909500
0.921300,0.937000,0.938100,0.913700
0.922800,0.939600,0.941000,0.918500
0.927500,0.942200,0.942100,0.919200
0.932200,0.944400,0.944700,0.923200
0.936500,0.947200,0.946900,0.927600
0.940400,0.949900,0.950000,0.923400
0.940800,0.952000,0.952100,0.934700
0.943900,0.954700,0.953900,0.930700
0.944600,0.956300,0.956700,0.938700
0.951300,0.958500,0.957100,0.938800
0.954800,0.960200,0.961800,0.943600
0.956000,0.963100,0.963300,0.947300
0.957500,0.965300,0.965500,0.947000
0.962900,0.967300,0.966500,0.954300
0.964000,0.969300,0.970100,0.950600
0.967200,0.971700,0.970900,0.951800
0.969200,0.973900,0.975500,0.958400
0.973500,0.975900,0.976400,0.954700
0.976400,0.978400,0.977500,0.959000
0.977800,0.981400,0.980400,0.969000
0.981700,0.983700,0.982900,0.961000
0.983200,0.986000,0.986000,0.966900
0.986200,0.987400,0.988100,0.965800
0.990000,0.990000,0.990000,0.967600
0.990000,0.990000,0.990000,0.969600
0.990000,0.990000,0.990000,0.970400
0.990000,0.990000,0.990000,0.966800
0.990000,0.990000,0.990000,0.970200
0.990000,0.990000,0.990000,0.967700
0.990000,0.990000,0.990000,0.975100
0.990000,0.990000,0.990000,0.973900
0.990000,0.990000,0.990000,0.973300
0.990000,0.990000,0.990000,0.978200
