5,0.015625
6,0.000000
7,0.000000
8,0.000000
9,0.015625
10,0.015625
11,0.000000
12,0.093750
13,0.031250
14,0.031250
15,0.031250
16,0.031250
17,0.015625
18,0.078125
19,0.000000
20,0.000000
21,0.015625
22,0.031250
23,0.203125
24,0.031250
25,0.156250
26,0.062500
27,0.015625
28,0.031250
29,0.015625
30,0.031250
31,0.031250
32,0.015625
33,0.015625
34,0.390625
35,0.031250
36,0.156250
37,0.062500
38,0.125000
39,0.406250
40,0.062500
41,0.546875
42,0.093750
43,0.046875
44,0.093750
45,0.031250
46,0.187500
47,0.203125
48,0.250000
49,0.062500
50,0.093750
51,0.515625
52,0.390625
53,0.796875
54,0.109375
55,0.359375
56,0.046875
57,0.296875
58,0.406250
59,0.437500
60,0.062500
61,0.437500
62,0.125000
63,0.156250
64,0.218750
65,0.421875
66,0.593750
67,0.218750
68,0.093750
69,0.078125
70,0.656250
71,0.062500
72,0.515625
73,0.609375
74,0.171875
75,0.156250
76,1.062500
77,0.687500
78,0.046875
79,0.437500
80,0.187500
81,0.531250
82,0.437500
83,0.968750
84,0.203125
85,0.093750
86,0.609375
87,0.687500
88,0.281250
89,0.312500
90,0.593750
91,0.250000
92,0.687500
93,0.296875
94,0.484375
95,0.375000
96,0.687500
97,0.453125
98,0.265625
99,0.421875
100,1.140625
101,0.078125
102,0.171875
103,0.281250
104,0.093750
105,1.015625
106,0.468750
107,0.531250
108,0.281250
109,0.343750
110,0.359375
111,0.593750
112,0.109375
113,0.718750
114,0.609375
115,0.812500
116,0.109375
117,0.437500
118,0.203125
119,0.734375
120,0.359375
121,0.468750
122,0.203125
123,0.359375
124,0.437500
125,1.187500
126,0.468750
127,0.484375
128,0.812500
129,0.234375
130,0.343750
131,0.265625
132,0.734375
133,0.328125
134,0.312500
135,0.640625
136,1.359375
137,1.156250
138,0.375000
139,0.671875
140,0.703125
141,0.859375
142,0.515625
143,0.453125
144,0.484375
145,1.156250
146,0.359375
147,0.515625
148,0.828125
149,1.203125
150,0.953125
151,1.062500
152,0.812500
153,1.156250
154,0.843750
155,0.390625
156,0.546875
157,0.468750
158,1.109375
159,0.593750
160,0.796875
161,1.062500
162,1.062500
163,1.109375
164,0.812500
165,1.375000
166,1.140625
167,0.609375
168,1.031250
169,1.125000
170,1.015625
171,0.531250
172,1.046875
173,1.281250
174,0.781250
175,0.843750
176,0.921875
177,0.781250
178,0.640625
179,0.390625
180,0.812500
181,1.125000
182,0.562500
183,0.859375
184,1.000000
185,1.000000
186,0.500000
187,0.703125
188,1.328125
189,1.156250
190,1.078125
191,0.468750
192,0.937500
193,0.828125
194,0.765625
195,1.203125
196,0.671875
197,0.687500
198,1.250000
199,0.875000
200,1.375000
201,1.515625
202,1.234375
203,0.843750
204,1.140625
205,0.828125
206,0.765625
207,1.250000
208,0.859375
209,1.296875
210,1.828125
211,1.250000
212,1.250000
213,1.468750
214,1.468750
215,1.468750
216,2.203125
217,1.984375
218,1.390625
219,2.000000
220,2.015625
221,1.296875
222,1.656250
223,2.046875
224,1.515625
225,0.890625
226,2.187500
227,1.437500
228,1.984375
229,1.453125
230,2.109375
231,1.609375
232,1.187500
233,1.609375
234,2.109375
235,1.546875
236,2.515625
237,2.031250
238,1.640625
239,1.953125
240,1.703125
241,1.718750
242,1.906250
243,2.125000
244,2.531250
245,1.859375
246,1.843750
247,1.734375
248,2.421875
249,2.171875
250,1.578125
251,2.062500
252,2.421875
253,1.781250
254,1.734375
255,2.093750
256,1.687500
257,2.296875
258,1.781250
259,2.515625
260,2.500000
261,2.062500
262,2.546875
263,2.593750
264,2.046875
265,1.875000
266,1.843750
267,2.718750
268,2.125000
269,2.609375
270,1.656250
271,2.171875
272,2.984375
273,2.703125
274,2.906250
275,1.734375
276,2.390625
277,2.265625
278,2.125000
279,3.031250
280,2.265625
281,2.828125
282,2.609375
283,2.515625
284,2.265625
285,2.250000
286,2.734375
287,2.578125
288,2.468750
289,3.015625
290,2.203125
291,1.984375
292,3.171875
293,2.890625
294,2.281250
295,2.562500
296,2.171875
297,2.531250
298,2.468750
299,2.375000
300,2.578125
