5,0.000000
6,0.000000
7,0.015625
8,0.000000
9,0.062500
10,0.031250
11,0.015625
12,0.031250
13,0.000000
14,0.000000
15,0.015625
16,0.031250
17,0.031250
18,0.140625
19,0.031250
20,0.015625
21,0.312500
22,0.031250
23,0.015625
24,0.046875
25,0.015625
26,0.031250
27,0.031250
28,0.015625
29,0.031250
30,0.031250
31,0.046875
32,0.093750
33,0.062500
34,0.078125
35,0.203125
36,0.109375
37,0.203125
38,0.109375
39,0.031250
40,0.046875
41,0.203125
42,0.203125
43,0.203125
44,0.187500
45,0.062500
46,0.078125
47,0.281250
48,0.296875
49,0.125000
50,0.218750
51,0.250000
52,0.234375
53,0.234375
54,0.234375
55,0.203125
56,0.046875
57,0.187500
58,0.250000
59,0.234375
60,0.234375
61,0.296875
62,0.406250
63,0.078125
64,0.375000
65,0.421875
66,0.078125
67,0.218750
68,0.250000
69,0.328125
70,0.093750
71,0.078125
72,0.312500
73,0.234375
74,0.281250
75,0.265625
76,0.343750
77,0.421875
78,0.234375
79,0.234375
80,0.250000
81,0.296875
82,0.281250
83,0.250000
84,0.296875
85,0.250000
86,0.265625
87,0.343750
88,0.296875
89,0.390625
90,0.359375
91,0.437500
92,0.437500
93,0.453125
94,0.359375
95,0.578125
96,0.453125
97,0.296875
98,0.468750
99,0.515625
100,0.437500
101,0.281250
102,0.328125
103,0.406250
104,0.296875
105,0.453125
106,0.343750
107,0.453125
108,0.390625
109,0.468750
110,0.500000
111,0.375000
112,0.359375
113,0.531250
114,0.609375
115,0.312500
116,0.484375
117,0.562500
118,0.578125
119,0.640625
120,0.687500
121,0.500000
122,0.546875
123,0.546875
124,0.390625
125,0.328125
126,0.656250
127,0.656250
128,0.703125
129,0.640625
130,0.468750
131,0.718750
132,0.687500
133,0.468750
134,0.640625
135,0.718750
136,0.796875
137,0.656250
138,0.750000
139,0.671875
140,0.828125
141,0.640625
142,0.671875
143,0.500000
144,0.796875
145,0.906250
146,0.640625
147,0.640625
148,0.859375
149,0.703125
150,0.687500
151,0.750000
152,0.781250
153,0.750000
154,0.687500
155,0.687500
156,0.687500
157,0.875000
158,0.781250
159,0.781250
160,0.812500
161,0.640625
162,0.765625
163,0.718750
164,0.718750
165,0.734375
166,0.625000
167,0.796875
168,0.906250
169,0.781250
170,0.875000
171,0.859375
172,0.890625
173,0.937500
174,0.937500
175,0.859375
176,0.875000
177,0.828125
178,1.125000
179,0.843750
180,0.765625
181,0.859375
182,1.015625
183,0.906250
184,0.890625
185,1.046875
186,1.046875
187,0.812500
188,0.796875
189,0.906250
190,1.218750
191,0.937500
192,1.109375
193,0.953125
194,1.046875
195,1.234375
196,1.093750
197,1.140625
198,1.250000
199,0.875000
200,1.109375
201,1.250000
202,1.062500
203,1.031250
204,1.593750
205,1.328125
206,1.296875
207,1.281250
208,1.125000
209,1.578125
210,1.109375
211,1.312500
212,1.828125
213,1.156250
214,1.500000
215,1.281250
216,1.203125
217,1.500000
218,1.609375
219,1.296875
220,1.828125
221,1.546875
222,1.437500
223,1.578125
224,1.546875
225,1.796875
226,1.609375
227,2.046875
228,1.828125
229,1.500000
230,1.703125
231,1.875000
232,1.937500
233,2.156250
234,1.906250
235,2.453125
236,2.203125
237,2.109375
238,2.093750
239,1.937500
240,2.640625
241,1.921875
242,2.375000
243,2.546875
244,2.578125
245,2.859375
246,2.000000
247,2.437500
248,2.218750
249,2.265625
250,2.343750
251,2.406250
252,1.953125
253,2.109375
254,2.296875
255,2.296875
256,2.234375
257,2.125000
258,2.515625
259,2.312500
260,1.765625
261,2.546875
262,2.093750
263,1.843750
264,2.625000
265,2.312500
266,2.421875
267,2.859375
268,2.359375
269,2.281250
270,2.578125
271,2.546875
272,2.296875
273,2.203125
274,2.531250
275,2.609375
276,2.890625
277,2.468750
278,2.531250
279,2.812500
280,2.359375
281,3.000000
282,2.390625
283,2.593750
284,3.140625
285,2.515625
286,2.921875
287,2.828125
288,2.671875
289,2.531250
290,2.718750
291,2.718750
292,2.437500
293,2.718750
294,2.890625
295,2.812500
296,2.890625
297,2.734375
298,2.937500
299,2.625000
300,2.828125
